=====measurements=====
| t | ch1 | ch2 | ch3 | ch4 |
1048,397,777,0,0
1078,397,777,0,0
1125,399,777,0,0
1175,403,777,0,0
1227,406,777,0,0
1277,409,777,0,0
1326,413,777,0,0
1376,417,778,0,0
1429,422,777,0,0
1481,428,777,0,0
1528,438,777,0,0
1593,420,777,0,0
1637,457,777,0,0
1683,468,777,0,0
1737,485,777,0,0
1787,505,777,0,0
1839,535,777,0,0
1889,562,777,0,0
1933,596,777,0,0
1986,670,777,0,0
2035,734,777,0,0
2084,774,777,0,0
2139,795,777,0,0
2187,799,777,0,0
2236,796,777,0,0
2289,765,777,0,0
2338,723,777,0,0
2387,660,777,0,0
2447,585,777,0,0
2490,516,777,0,0
2538,455,777,0,0
2592,366,777,0,0
2641,246,777,0,0
2691,128,777,0,0
2740,32,776,0,0
2790,0,776,0,0
2846,0,776,0,0
2891,0,776,0,0
2940,0,776,0,0
2997,0,776,0,0
3041,0,776,0,0
3097,0,776,0,0
3145,126,775,0,0
3198,247,775,0,0
3247,364,773,0,0
3297,501,774,0,0
3353,625,774,0,0
3398,733,773,0,0
3449,780,774,0,0
3502,793,774,0,0
3551,794,774,0,0
3604,783,774,0,0
3653,691,774,0,0
3703,646,775,0,0
3753,606,775,0,0
3804,584,775,0,0
3853,584,775,0,0
3924,582,777,0,0
3960,596,777,0,0
4006,645,776,0,0
4055,739,776,0,0
4108,854,776,0,0
4156,951,776,0,0
4210,1023,776,0,0
4259,1023,776,0,0
4313,1023,776,0,0
4361,1023,776,0,0
4413,1023,777,0,0
4460,1023,777,0,0
4512,1023,777,0,0
4563,923,776,0,0
4611,855,776,0,0
4661,808,776,0,0
4715,761,777,0,0
4763,755,776,0,0
4812,715,776,0,0
4865,666,776,0,0
4914,621,777,0,0
4964,549,776,0,0
5017,471,776,0,0
5070,394,776,0,0
5115,353,776,0,0
5168,345,776,0,0
5217,380,777,0,0
5271,402,776,0,0
5320,405,776,0,0
5369,408,776,0,0
5422,428,777,0,0
5475,442,776,0,0
5520,424,775,0,0
5573,367,775,0,0
5623,295,775,0,0
5672,141,775,0,0
5726,18,775,0,0
5770,0,775,0,0
5823,0,775,0,0
5872,0,775,0,0
5922,0,776,0,0
5978,0,775,0,0
6030,154,775,0,0
6078,415,774,0,0
6127,574,774,0,0
6180,683,774,0,0
6229,737,774,0,0
6278,780,774,0,0
6332,802,775,0,0
6386,796,775,0,0
6430,793,774,0,0
6483,792,775,0,0
6532,788,775,0,0
6582,784,775,0,0
6635,786,775,0,0
6685,789,775,0,0
6733,859,775,0,0
6787,1023,775,0,0
6835,1023,775,0,0
6888,1023,775,0,0
6938,1023,775,0,0
6987,1023,775,0,0
7041,1023,775,0,0
7089,1023,775,0,0
7138,1023,774,0,0
7192,1005,775,0,0
7241,907,774,0,0
7295,859,775,0,0
7341,815,775,0,0
7392,752,775,0,0
7442,679,775,0,0
7491,616,776,0,0
7544,562,776,0,0
7593,556,776,0,0
7642,574,776,0,0
7697,712,775,0,0
7744,942,774,0,0
7798,1023,774,0,0
7850,1023,774,0,0
7895,1023,774,0,0
7951,898,775,0,0
8000,814,775,0,0
8047,751,775,0,0
8101,688,775,0,0
8150,610,776,0,0
8199,614,775,0,0
8249,778,774,0,0
8301,991,774,0,0
8353,1023,774,0,0
8428,1023,774,0,0
8482,1023,774,0,0
8516,1022,774,0,0
8564,1003,774,0,0
8605,999,774,0,0
8656,1000,775,0,0
8707,1002,774,0,0
8757,1003,776,0,0
8809,1002,776,0,0
8859,1003,778,0,0
8908,1003,779,0,0
8961,1002,778,0,0
9012,1003,778,0,0
9062,1003,778,0,0
9113,1015,777,0,0
9162,1023,777,0,0
9211,1004,778,0,0
9259,969,778,0,0
9315,952,779,0,0
9383,928,779,0,0
9420,909,779,0,0
9465,878,779,0,0
9518,826,779,0,0
9563,729,778,0,0
9616,610,778,0,0
9667,455,779,0,0
9715,345,779,0,0
9768,294,779,0,0
9846,283,779,0,0
9871,350,779,0,0
9919,595,780,0,0
9970,740,779,0,0
10017,810,779,0,0
10072,818,779,0,0
10120,821,778,0,0
10169,816,778,0,0
10222,806,777,0,0
10273,785,776,0,0
10321,779,776,0,0
10374,779,773,0,0
10423,779,771,0,0
10475,779,769,0,0
10526,779,767,0,0
10575,779,765,0,0
10630,779,764,0,0
10676,779,763,0,0
10726,779,764,0,0
10779,779,764,0,0
10828,779,764,0,0
10883,778,766,0,0
10933,779,767,0,0
10980,779,769,0,0
11033,779,769,0,0
11083,779,768,0,0
11132,776,769,0,0
11181,768,769,0,0
11234,760,769,0,0
11285,750,769,0,0
11333,732,769,0,0
11386,733,768,0,0
11435,724,768,0,0
11484,688,769,0,0
11538,668,768,0,0
11614,654,768,0,0
11669,655,768,0,0
11708,668,768,0,0
11738,668,768,0,0
11790,668,768,0,0
11840,668,768,0,0
11889,668,768,0,0
11941,666,768,0,0
11996,666,768,0,0
12041,668,768,0,0
12090,668,768,0,0
12143,669,768,0,0
12193,669,768,0,0
12243,669,768,0,0
12294,669,768,0,0
12344,669,768,0,0
12393,670,768,0,0
12446,670,768,0,0
12496,670,768,0,0
12544,670,768,0,0
12602,671,768,0,0
12647,671,768,0,0
12697,671,768,0,0
12749,671,768,0,0
12799,671,769,0,0
12851,676,769,0,0
12903,698,769,0,0
12951,735,770,0,0
13000,749,771,0,0
13053,715,771,0,0
13103,676,771,0,0
13152,683,771,0,0
13204,707,771,0,0
13255,700,771,0,0
13302,652,771,0,0
13357,641,771,0,0
13405,667,771,0,0
13454,714,772,0,0
13509,710,773,0,0
13558,716,773,0,0
13606,719,773,0,0
13659,695,773,0,0
13709,694,772,0,0
13761,694,772,0,0
13813,694,772,0,0
13860,694,772,0,0
13919,694,771,0,0
13961,694,771,0,0
14010,694,771,0,0
14068,694,771,0,0
14114,694,771,0,0
14163,694,773,0,0
14217,694,774,0,0
14264,694,774,0,0
14319,694,774,0,0
14367,694,774,0,0
14418,696,774,0,0
14470,696,774,0,0
14519,696,774,0,0
14572,696,774,0,0
14617,696,774,0,0
14671,696,774,0,0
14720,696,774,0,0
14769,696,774,0,0
14846,696,774,0,0
14890,696,774,0,0
14920,696,774,0,0
14973,696,774,0,0
15023,696,774,0,0
15072,696,774,0,0
15125,696,774,0,0
15174,696,774,0,0
15227,696,774,0,0
15305,696,774,0,0
15331,696,774,0,0
15379,696,774,0,0
15428,696,774,0,0
15477,696,774,0,0
15532,696,774,0,0
15580,696,774,0,0
15629,696,774,0,0
15682,696,774,0,0
15733,696,774,0,0
15781,696,774,0,0
15831,696,774,0,0
15884,696,774,0,0
15933,696,774,0,0
15981,695,774,0,0
16037,696,774,0,0
16083,696,774,0,0
16133,696,774,0,0
16187,696,774,0,0
16235,696,774,0,0
16284,696,774,0,0
16337,695,774,0,0
16387,696,774,0,0
16435,696,774,0,0
16490,696,774,0,0
16570,696,774,0,0
16602,696,774,0,0
16653,696,774,0,0
16704,696,774,0,0
16752,696,774,0,0
16800,696,774,0,0
16855,696,774,0,0
16890,696,774,0,0
16948,696,774,0,0
16993,696,774,0,0
17046,696,774,0,0
17100,696,774,0,0
17145,696,774,0,0
17198,696,774,0,0
